STATION,NAME,DATE,PRCP,TAVG,TMAX,TMIN
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",2018-09-26,0.14,76,85,71
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",2018-09-27,0.02,69,72,61
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",2018-09-28,0.88,64,70,58
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",2018-09-29,0,65,79,57
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",2018-09-30,0,65,74,55
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",2018-10-01,0,69,80,60
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",2018-10-02,0.34,72,82,65
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",2018-10-03,0.01,71,78,61
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",2018-10-04,0.18,70,84,61
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",2018-10-05,0,67,74,63
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",2018-10-06,0,66,70,63
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",2018-10-07,0,72,78,68
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",2018-10-08,0.03,70,72,66
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",2018-10-09,0,73,81,69
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",2018-10-10,0,74,83,68
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",2018-10-11,0.73,76,83,70
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",2018-10-12,0.36,65,71,52
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",2018-10-13,0.07,53,57,49
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",2018-10-14,0,51,57,45
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",2018-10-15,0.1,60,69,54
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",2018-10-16,0,58,61,50
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",2018-10-17,0,56,65,48
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",2018-10-18,0,49,53,42
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",2018-10-19,0,50,61,41
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",2018-10-20,0.07,58,65,50
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",2018-10-21,0,50,51,39
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",2018-10-22,0,46,55,38
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",2018-10-23,0,55,67,48
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",2018-10-24,0,51,55,42
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",2018-10-25,0,45,53,38
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",2018-10-26,0.31,45,49,39
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",2018-10-27,0.87,49,52,47
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",2018-10-28,0,49,55,46
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",2018-10-29,0.01,53,57,44
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",2018-10-30,0,49,60,40
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",2018-10-31,0,53,69,39
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",2018-11-01,0,61,72,51
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",2018-11-02,0.37,69,72,57
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",2018-11-03,0.27,58,59,45
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",2018-11-04,0,49,58,38
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",2018-11-05,0.55,50,55,45
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",2018-11-06,1.65,54,63,51
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",2018-11-07,0,57,63,48
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",2018-11-08,0,53,58,43
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",2018-11-09,0.75,47,51,39
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",2018-11-10,0,45,49,33
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",2018-11-11,0,37,47,30
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",2018-11-12,0.23,40,49,31
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",2018-11-13,1.04,46,50,43
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",2018-11-14,0,41,44,33
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",2018-11-15,0.98,33,38,30
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",2018-11-16,0.26,39,45,34
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",2018-11-17,0,42,48,35
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",2018-11-18,0,40,48,32
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",2018-11-19,0,42,51,33
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",2018-11-20,0.02,45,50,39
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",2018-11-21,0,40,48,32
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",2018-11-22,0,29,33,20
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",2018-11-23,0,24,33,16
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",2018-11-24,2.01,35,49,27
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",2018-11-25,0.01,49,58,39
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",2018-11-26,0.89,47,53,40
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",2018-11-27,0,42,43,35
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",2018-11-28,0,37,40,35
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",2018-11-29,0,38,46,33
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",2018-11-30,0,38,44,35
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",2018-12-01,0.07,41,49,32
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",2018-12-02,0.55,49,58,43
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",2018-12-03,0,53,57,43
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",2018-12-04,0,42,45,30
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",2018-12-05,0.03,30,33,25
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",2018-12-06,0,33,39,27
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",2018-12-07,0,37,40,28
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",2018-12-08,0,30,38,23
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",2018-12-09,0,31,35,27
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",2018-12-10,0,32,40,26
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",2018-12-11,0,33,41,24
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",2018-12-12,0,36,44,31
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",2018-12-13,0,39,49,32
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",2018-12-14,0.11,42,51,36
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",2018-12-15,0.44,49,51,47
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",2018-12-16,1.01,44,47,38
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",2018-12-17,0,42,49,38
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",2018-12-18,0,40,42,30
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",2018-12-19,0,34,44,25
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",2018-12-20,0.56,36,59,28
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",2018-12-21,1.16,58,65,53
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",2018-12-22,0.09,48,55,41
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",2018-12-23,0,41,45,37
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",2018-12-24,0.02,41,45,36
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",2018-12-25,0,37,42,30
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",2018-12-26,0,37,45,29
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",2018-12-27,0,38,48,30
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",2018-12-28,1.67,49,60,41
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",2018-12-29,0,50,53,39
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",2018-12-30,0,40,45,34
USW00013739,"PHILADELPHIA INTERNATIONAL AIRPORT, PA US",2018-12-31,0.67,38,50,32
