X,Y,OBJECTID,RECORDNUM,SETDATE,SETYEAR,COMMENTS,MCD,ROUTE,ROAD,CNTDIR,FROMLMT,TOLMT,TYPE,LATITUDE,LONGITUDE,FACTOR,AXLE,OUTDIR,INDIR,AADB,UPDATED,CO_NAME,MUN_NAME,GLOBALID,PROGRAM,BIKEPEDGRO,BIKEPEDFAC
-75.165799771197385,39.953655065393527,54161,142509,2018-08-03T00:00:00.000Z,2018,,4210160103,3,j f kennedy blvd south side,west,16th st,15th st,Bicycle 2,39.953647,-75.165798,0,0,E,W,314,2019-06-19T16:08:51.000Z,Philadelphia,Central,cc787b07-d126-4865-bb13-c0bbe739e548,Project,Mixed,Mixed Traffic
-75.227971790399977,39.935202059380188,54162,142618,2018-10-04T00:00:00.000Z,2018,,4210160110,0,58th st southbound lane,south,chester ave,kingsessing ave,Bicycle 2,39.935194,-75.22797,0,0,N,S,66,2019-06-19T16:08:51.000Z,Philadelphia,University - Southwest,ce93fac9-014f-43c0-9c31-3be8b1f81101,Project,Mixed,Mixed Traffic
-75.165799771197385,39.953655065393527,54163,142646,2018-10-03T00:00:00.000Z,2018,,4210160103,3,j f kennedy blvd south side,west,16th st,15th st,Bicycle 2,39.953647,-75.165798,0,0,E,W,311,2019-06-19T16:08:51.000Z,Philadelphia,Central,e333303a-217a-4c38-9c61-619478890c0b,,Mixed,
-75.234467793964853,39.968174065560355,54164,142621,2018-10-04T00:00:00.000Z,2018,,4210160111,0,haverford ave eastbound lanes,east,58th st,57th st,Bicycle 2,39.968166,-75.234466,0,0,W,E,43,2019-06-19T16:08:51.000Z,Philadelphia,West,fcc54236-0f1a-4543-b026-a67599fe53aa,Project,Mixed,Bike Lane
-75.166285772126059,39.952670065235054,54165,142638,2018-10-03T00:00:00.000Z,2018,,4210160103,3,market st south side,east,16th st,15th st,Bicycle 2,39.952662,-75.166284,0,0,W,E,69,2019-06-20T02:34:59.000Z,Philadelphia,Central,0724ec0f-f677-401a-a0ad-abe44c9ca786,,Low Volume,
-75.227864789740167,39.935243059304334,54166,142617,2018-10-04T00:00:00.000Z,2018,,4210160110,0,58th st northbound lane,north,chester ave,kingsessing ave,Bicycle 2,39.935235,-75.227863,0,0,S,N,47,2019-06-20T02:34:59.000Z,Philadelphia,University - Southwest,12ad5005-fc12-4405-b73c-83cfa62a5523,Project,Mixed,Mixed Traffic
-75.172271773840492,39.954600064944756,54167,142649,2018-10-03T00:00:00.000Z,2018,,4210160103,3,j f kennedy blvd north side,west,20th st,19th st,Bicycle 2,39.954592,-75.17227,0,0,E,W,54,2019-06-20T02:34:59.000Z,Philadelphia,Central,176fa1fe-0944-46a9-881c-2c0078a522e7,,Mixed,
-75.165774771493261,39.953798065259647,54168,142508,2018-08-02T00:00:00.000Z,2018,,4210160103,3,j f kennedy blvd north side,west,16th st,15th st,Bicycle 2,39.95379,-75.165773,0,0,E,W,1,2019-06-20T02:34:59.000Z,Philadelphia,Central,20c4fc13-42cb-4a0f-8384-6c1985ad7c7b,Project,Low Volume,Mixed Traffic
-75.166265772088522,39.952776065328351,54169,142500,2018-08-03T00:00:00.000Z,2018,,4210160103,3,market st north side,east,16th st,15th st,Bicycle 2,39.952768,-75.166264,0,1,W,E,547,2019-06-20T02:34:59.000Z,Philadelphia,Central,24e5ea97-e0c9-4a9a-8df3-a93d1e216fe3,Project,Low Volume,Mixed Traffic
-75.166265772088522,39.952776065328351,54170,142637,2018-10-03T00:00:00.000Z,2018,,4210160103,3,market st north side,east,16th st,15th st,Bicycle 2,39.952768,-75.166264,0,0,E,W,370,2019-06-20T02:34:59.000Z,Philadelphia,Central,316bd31c-eb58-4605-9491-1e9239e8b1d7,,Mixed,
-75.166285772126059,39.952670065235054,54171,142501,2018-08-03T00:00:00.000Z,2018,,4210160103,3,market st south side,east,16th st,15th st,Bicycle 2,39.952662,-75.166284,1,1,W,E,238,2019-06-20T02:34:59.000Z,Philadelphia,Central,3bc40214-4fc2-4a50-8122-da7a99ea7ca0,Project,Mixed,Mixed Traffic
-75.165799771197385,39.953655065393527,54172,142509,2018-08-03T00:00:00.000Z,2018,,4210160103,3,j f kennedy blvd south side,west,16th st,15th st,Bicycle 2,39.953647,-75.165798,0,0,E,W,314,2019-06-20T02:34:59.000Z,Philadelphia,Central,3ef4920a-0992-4dc7-a16c-708260c92c4d,Project,Mixed,Mixed Traffic
-75.165799771197385,39.953655065393527,54173,142646,2018-10-03T00:00:00.000Z,2018,,4210160103,3,j f kennedy blvd south side,west,16th st,15th st,Bicycle 2,39.953647,-75.165798,0,0,E,W,311,2019-06-20T02:34:59.000Z,Philadelphia,Central,4867fb3c-6727-4a9e-91a1-6e5c0e93aa11,,Mixed,
-75.23446279485124,39.968213065758547,54174,142622,2018-10-04T00:00:00.000Z,2018,,4210160111,0,haverford ave westbound lanes,west,58th st,57th st,Bicycle 2,39.968205,-75.234461,0,0,E,W,67,2019-06-20T02:34:59.000Z,Philadelphia,West,49aeb517-2455-4717-81be-c7bcfec4ed0c,Project,Mixed,Bike Lane
-75.172552774259159,39.953447064932256,54175,142642,2018-10-03T00:00:00.000Z,2018,,4210160103,3,market st south side,east,20th st,19th st,Bicycle 2,39.953439,-75.172551,0,0,W,E,247,2019-06-20T02:34:58.000Z,Philadelphia,Central,5c1cdd38-c70f-4554-87ca-29dd5ebd4c9b,,Mixed,
-75.172527774167435,39.953553065418781,54176,142504,2018-08-03T00:00:00.000Z,2018,,4210160103,3,market st north side,east,20th st,19th st,Bicycle 2,39.953545,-75.172526,0,0,W,E,507,2019-06-20T02:34:59.000Z,Philadelphia,Central,5cf7a5e3-c1ea-4327-a921-be5e02ce0378,Project,Mixed,Mixed Traffic
-75.172271773840492,39.954600064944756,54177,142512,2018-08-03T00:00:00.000Z,2018,,4210160103,3,j f kennedy blvd north side,west,20th st,19th st,Bicycle 2,39.954592,-75.17227,0,0,E,W,80,2019-06-20T02:34:59.000Z,Philadelphia,Central,64b68bf6-d454-453d-9c00-63686d74f92e,Project,Mixed,Mixed Traffic
-75.165774771493261,39.953798065259647,54178,142645,2018-10-03T00:00:00.000Z,2018,,4210160103,3,j f kennedy blvd north side,west,16th st,15th st,Bicycle 2,39.95379,-75.165773,0,0,E,W,560,2019-06-20T02:34:59.000Z,Philadelphia,Central,674e44fd-cc2a-4c40-ae9e-04ade229ade4,,Mixed,
-75.172527774167435,39.953553065418781,54179,142641,2018-10-03T00:00:00.000Z,2018,,4210160103,3,market st north side,east,20th st,19th st,Bicycle 2,39.953545,-75.172526,0,0,W,E,511,2019-06-20T02:34:59.000Z,Philadelphia,Central,788169df-5c89-44e6-a75f-ab039451278e,,Mixed,
-75.172304773465896,39.954440065510823,54180,142650,2018-10-03T00:00:00.000Z,2018,,4210160103,3,j f kennedy blvd south side,west,20th st,19th st,Bicycle 2,39.954432,-75.172303,0,0,E,W,225,2019-06-20T02:34:59.000Z,Philadelphia,Central,8f9b39b5-1ff3-4207-a7b0-b5bd04802ed6,,Mixed,
-75.140842764715273,39.963516068551286,54181,141995,2018-05-16T00:00:00.000Z,2018,Cyclical Program Year 3,4210160103,0,n 2nd st southbound lanes,south,poplar st,brown st,Bicycle 2,39.963508,-75.140841,0,1.02,N,S,246,2019-06-20T02:34:59.000Z,Philadelphia,Central,93e301e0-3c5b-4995-b0b6-6fd051d05ee1,Cyclical,Mixed,Striped Shoulder
-75.172304773465896,39.954440065510823,54182,142513,2018-08-03T00:00:00.000Z,2018,,4210160103,3,j f kennedy blvd south side,west,20th st,19th st,Bicycle 2,39.954432,-75.172303,0,0,E,W,170,2019-06-20T02:34:58.000Z,Philadelphia,Central,941f635a-e585-4f8d-804b-f9dae98bf3da,Project,Recreation,Mixed Traffic
-75.234467793964853,39.968174065560355,54183,142621,2018-10-04T00:00:00.000Z,2018,,4210160111,0,haverford ave eastbound lanes,east,58th st,57th st,Bicycle 2,39.968166,-75.234466,0,0,W,E,43,2019-06-20T02:34:58.000Z,Philadelphia,West,b363e118-36d7-42d2-99f2-1c01dc087725,Project,Mixed,Bike Lane
-75.172552774259159,39.953447064932256,54184,142505,2018-08-03T00:00:00.000Z,2018,,4210160103,3,market st south side,east,20th st,19th st,Bicycle 2,39.953439,-75.172551,0,0,W,E,313,2019-06-20T02:34:58.000Z,Philadelphia,Central,c7d23508-4b41-4ca7-a320-bce02d9640b8,Project,Mixed,Mixed Traffic
-75.227971790399977,39.935202059380188,54185,142618,2018-10-04T00:00:00.000Z,2018,,4210160110,0,58th st southbound lane,south,chester ave,kingsessing ave,Bicycle 2,39.935194,-75.22797,0,0,N,S,66,2019-06-20T02:34:59.000Z,Philadelphia,University - Southwest,dd14c20e-4f7f-4873-b4af-aada16e75621,Project,Mixed,Mixed Traffic
